id;count;tiempo;velocidad
c1_rdd;923696;11.66;79219.21
c2_sql;15687;9.486;97374.66
c2_rdd;15687;1.996;462773.55
c3_sql;6;9.551;96711.97
c3_rdd;6;3.325;277803.31
c3_df;6;9.075;101784.68
