id;count;tiempo;velocidad
c1_rdd;923696;11.873;77798.03
c2_sql;15687;9.674;95482.32
c2_rdd;15687;2.0;461848.0
c3_sql;6;9.148;100972.45
c3_rdd;6;3.367;274337.99
c3_df;6;8.956;103137.11
