id;count;tiempo;velocidad
c1_rdd;923696;12.624;73169.84
c2_sql;15687;10.25;90116.68
c2_rdd;15687;2.19;421779.0
c3_sql;6;9.984;92517.63
c3_rdd;6;3.595;256939.08
c3_df;6;9.527;96955.6
