id;count;tiempo;velocidad
c1_rdd;923696;12.204;75687.97
c2_sql;15687;9.96;92740.56
c2_rdd;15687;2.234;413471.8
c3_sql;6;9.981;92545.44
c3_rdd;6;3.512;263011.39
c3_df;6;9.094;101572.03
