id;count;tiempo;velocidad
c1_rdd;923696;11.738;78692.79
c2_sql;15687;10.084;91600.16
c2_rdd;15687;2.291;403184.64
c3_sql;6;10.356;89194.28
c3_rdd;6;3.453;267505.36
c3_df;6;9.974;92610.39
