id;count;tiempo;velocidad
c1_rdd;923696;12.136;76112.06
c2_sql;15687;10.019;92194.43
c2_rdd;15687;2.509;368153.05
c3_sql;6;9.495;97282.36
c3_rdd;6;3.378;273444.64
c3_df;6;9.699;95236.21
