id;count;tiempo;velocidad
c1_rdd;923696;13.409;68886.27
c2_sql;15687;11.211;82391.94
c2_rdd;15687;2.356;392061.12
c3_sql;6;10.585;87264.62
c3_rdd;6;3.876;238311.66
c3_df;6;10.401;88808.38
