id;count;tiempo;velocidad
c1_rdd;923696;12.018;76859.38
c2_sql;15687;9.762;94621.59
c2_rdd;15687;2.025;456146.17
c3_sql;6;9.525;96975.96
c3_rdd;6;3.38;273282.84
c3_df;6;9.167;100763.17
