id;count;tiempo;velocidad
c1_rdd;923696;11.914;77530.3
c2_sql;15687;9.824;94024.43
c2_rdd;15687;2.034;454127.83
c3_sql;6;9.565;96570.41
c3_rdd;6;3.302;279738.34
c3_df;6;9.009;102530.36
