id;count;tiempo;velocidad
c1_rdd;923696;11.891;77680.26
c2_sql;15687;9.951;92824.44
c2_rdd;15687;2.044;451906.07
c3_sql;6;9.459;97652.61
c3_rdd;6;3.301;279823.08
c3_df;6;9.085;101672.65
