id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;2348127;58.566;40093.69
1_df;1;df;2348127;46.834;50137.23
2_sql;2;sql;18465;47.09;49864.66
2_rdd;2;rdd;18465;10.86;216217.96
3_sql;3;sql;7;46.962;50000.57
3_rdd;3;rdd;7;16.897;138967.09
3_df;3;df;7;45.789;51281.46
