id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;783121;19.294;40588.84
1_df;1;df;783121;15.689;49915.29
2_sql;2;sql;12976;16.885;46379.69
2_rdd;2;rdd;12976;4.435;176577.45
3_sql;3;sql;7;16.469;47551.22
3_rdd;3;rdd;7;4.822;162405.85
3_df;3;df;7;16.355;47882.67
