id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;1565656;50.118;31239.4
1_df;1;df;1565656;31.443;49793.47
2_sql;2;sql;16267;35.061;44655.2
2_rdd;2;rdd;16267;21.107;74177.1
3_sql;3;sql;7;33.806;46312.96
3_rdd;3;rdd;7;26.75;58529.2
3_df;3;df;7;32.928;47547.86
