id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;1564439;36.959;42329.04
1_df;1;df;1564439;30.213;51780.33
2_sql;2;sql;16271;30.651;51040.39
2_rdd;2;rdd;16271;7.227;216471.43
3_sql;3;sql;8;31.299;49983.67
3_rdd;3;rdd;8;9.58;163302.61
3_df;3;df;8;30.949;50548.94
