id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;1564803;36.268;43145.56
1_df;1;df;1564803;29.774;52556.02
2_sql;2;sql;16346;31.07;50363.79
2_rdd;2;rdd;16346;3.236;483560.88
3_sql;3;sql;8;31.055;50388.12
3_rdd;3;rdd;8;5.507;284147.99
3_df;3;df;8;30.712;50950.87
