id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;781573;18.229;42875.25
1_df;1;df;781573;15.569;50200.59
2_sql;2;sql;12978;16.111;48511.76
2_rdd;2;rdd;12978;2.233;350010.3
3_sql;3;sql;8;16.104;48532.85
3_rdd;3;rdd;8;2.913;268305.18
3_df;3;df;8;15.843;49332.39
