id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;2347516;53.526;43857.49
1_df;1;df;2347516;45.595;51486.26
2_sql;2;sql;18395;45.539;51549.57
2_rdd;2;rdd;18395;2.046;1147368.52
3_sql;3;sql;8;45.031;52131.11
3_rdd;3;rdd;8;7.502;312918.69
3_df;3;df;8;45.198;51938.49
