id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;782247;18.302;42741.07
1_df;1;df;782247;15.99;48921.01
2_sql;2;sql;12923;15.85;49353.12
2_rdd;2;rdd;12923;2.753;284143.48
3_sql;3;sql;7;16.133;48487.39
3_rdd;3;rdd;7;3.265;239585.6
3_df;3;df;7;15.963;49003.76
