id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;780890;18.927;41257.99
1_df;1;df;780890;16.551;47180.83
2_sql;2;sql;12887;16.988;45967.15
2_rdd;2;rdd;12887;2.358;331166.24
3_sql;3;sql;7;16.765;46578.59
3_rdd;3;rdd;7;3.134;249167.2
3_df;3;df;7;15.941;48986.26
