id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;782781;18.117;43206.99
1_df;1;df;782781;15.573;50265.27
2_sql;2;sql;12972;16.638;47047.78
2_rdd;2;rdd;12972;2.988;261974.9
3_sql;3;sql;7;16.021;48859.68
3_rdd;3;rdd;7;3.581;218592.85
3_df;3;df;7;16.232;48224.56
