id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;313085;8.534;36686.78
1_df;1;df;313085;6.648;47094.61
2_sql;2;sql;9562;7.235;43273.67
2_rdd;2;rdd;9562;2.088;149944.92
3_sql;3;sql;7;7.643;40963.63
3_rdd;3;rdd;7;2.002;156386.11
3_df;3;df;7;6.872;45559.52
