id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;1564500;34.563;45265.17
1_df;1;df;1564500;30.238;51739.53
2_sql;2;sql;16278;32.403;48282.57
2_rdd;2;rdd;16278;2.541;615702.48
3_sql;3;sql;8;29.991;52165.65
3_rdd;3;rdd;8;4.894;319677.16
3_df;3;df;8;30.588;51147.51
