id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;2346699;52.416;44770.66
1_df;1;df;2346699;46.07;50937.68
2_sql;2;sql;18450;46.014;50999.67
2_rdd;2;rdd;18450;5.636;416376.69
3_sql;3;sql;7;45.923;51100.73
3_rdd;3;rdd;7;9.507;246839.07
3_df;3;df;7;46.061;50947.63
