id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;2347939;50.84;46182.91
1_df;1;df;2347939;45.272;51862.94
2_sql;2;sql;18455;45.794;51271.76
2_rdd;2;rdd;18455;2.388;983224.04
3_sql;3;sql;7;45.172;51977.75
3_rdd;3;rdd;7;6.883;341121.46
3_df;3;df;7;45.291;51841.18
