id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;782847;20.952;37363.83
1_df;1;df;782847;16.381;47789.94
2_sql;2;sql;12955;16.652;47012.19
2_rdd;2;rdd;12955;7.218;108457.61
3_sql;3;sql;6;15.953;49072.09
3_rdd;3;rdd;6;7.394;105875.98
3_df;3;df;6;16.347;47889.34
