id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;1564589;35.169;44487.73
1_df;1;df;1564589;30.571;51178.86
2_sql;2;sql;16239;31.126;50266.3
2_rdd;2;rdd;16239;2.599;601996.54
3_sql;3;sql;8;30.838;50735.75
3_rdd;3;rdd;8;4.88;320612.5
3_df;3;df;8;30.258;51708.28
