id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;312823;8.307;37657.76
1_df;1;df;312823;6.858;45614.32
2_sql;2;sql;9544;7.408;42227.73
2_rdd;2;rdd;9544;1.93;162084.46
3_sql;3;sql;7;7.248;43159.91
3_rdd;3;rdd;7;1.822;171692.1
3_df;3;df;7;6.956;44971.68
