id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;313102;8.128;38521.41
1_df;1;df;313102;7.081;44217.2
2_sql;2;sql;9526;7.36;42541.03
2_rdd;2;rdd;9526;2.026;154541.95
3_sql;3;sql;7;6.991;44786.44
3_rdd;3;rdd;7;1.882;166366.63
3_df;3;df;7;6.795;46078.29
