id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;312962;8.845;35382.93
1_df;1;df;312962;6.895;45389.7
2_sql;2;sql;9621;7.668;40814.03
2_rdd;2;rdd;9621;2.111;148252.96
3_sql;3;sql;6;7.53;41562.02
3_rdd;3;rdd;6;2.005;156090.77
3_df;3;df;6;7.053;44372.89
