id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;313273;8.548;36648.69
1_df;1;df;313273;6.977;44900.82
2_sql;2;sql;9552;7.554;41471.14
2_rdd;2;rdd;9552;3.712;84394.67
3_sql;3;sql;6;7.245;43239.89
3_rdd;3;rdd;6;3.359;93263.77
3_df;3;df;6;7.056;44398.1
