id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;782715;19.275;40607.78
1_df;1;df;782715;15.534;50387.22
2_sql;2;sql;12960;16.357;47851.99
2_rdd;2;rdd;12960;5.507;142130.92
3_sql;3;sql;7;15.654;50000.96
3_rdd;3;rdd;7;5.746;136219.11
3_df;3;df;7;16.47;47523.68
