id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;781719;18.29;42740.24
1_df;1;df;781719;15.2;51428.88
2_sql;2;sql;12997;16.372;47747.31
2_rdd;2;rdd;12997;1.737;450039.72
3_sql;3;sql;6;16.531;47288.06
3_rdd;3;rdd;6;2.949;265079.35
3_df;3;df;6;15.829;49385.24
