id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;2348018;73.326;32021.63
1_df;1;df;2348018;46.416;50586.39
2_sql;2;sql;18460;49.97;46988.55
2_rdd;2;rdd;18460;20.898;112356.11
3_sql;3;sql;8;46.759;50215.32
3_rdd;3;rdd;8;32.916;71333.64
3_df;3;df;8;47.219;49726.13
