id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;2348224;53.168;44166.11
1_df;1;df;2348224;44.373;52920.11
2_sql;2;sql;18466;45.036;52141.04
2_rdd;2;rdd;18466;2.234;1051129.81
3_sql;3;sql;7;46.661;50325.2
3_rdd;3;rdd;7;7.384;318015.17
3_df;3;df;7;44.314;52990.57
