id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;312790;17.41;17966.11
1_df;1;df;312790;8.024;38981.8
2_sql;2;sql;9557;9.727;32156.88
2_rdd;2;rdd;9557;19.882;15732.32
3_sql;3;sql;6;9.078;34455.83
3_rdd;3;rdd;6;18.912;16539.23
3_df;3;df;6;8.692;35985.96
