id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;1564505;35.122;44544.87
1_df;1;df;1564505;30.184;51832.26
2_sql;2;sql;16179;31.204;50137.96
2_rdd;2;rdd;16179;3.748;417423.96
3_sql;3;sql;7;30.978;50503.74
3_rdd;3;rdd;7;5.853;267299.68
3_df;3;df;7;30.905;50623.04
