id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;312068;12.144;25697.3
1_df;1;df;312068;7.298;42760.76
2_sql;2;sql;9502;8.4;37150.95
2_rdd;2;rdd;9502;10.066;31002.19
3_sql;3;sql;6;7.623;40937.69
3_rdd;3;rdd;6;9.426;33107.15
3_df;3;df;6;7.472;41764.99
