id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;2348231;51.103;45950.94
1_df;1;df;2348231;43.507;53973.64
2_sql;2;sql;18492;46.088;50951.03
2_rdd;2;rdd;18492;3.152;744997.14
3_sql;3;sql;8;45.295;51843.05
3_rdd;3;rdd;8;7.097;330876.57
3_df;3;df;8;46.391;50618.24
