id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;783373;18.79;41690.95
1_df;1;df;783373;15.51;50507.61
2_sql;2;sql;12977;16.552;47328.0
2_rdd;2;rdd;12977;3.177;246576.33
3_sql;3;sql;7;16.319;48003.74
3_rdd;3;rdd;7;3.792;206585.71
3_df;3;df;7;15.856;49405.46
