id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;1567154;34.075;45991.31
1_df;1;df;1567154;30.411;51532.47
2_sql;2;sql;16203;32.064;48875.81
2_rdd;2;rdd;16203;2.218;706561.77
3_sql;3;sql;8;30.834;50825.52
3_rdd;3;rdd;8;4.915;318851.27
3_df;3;df;8;30.346;51642.85
