id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;783478;29.285;26753.56
1_df;1;df;783478;16.903;46351.42
2_sql;2;sql;12834;19.034;41162.03
2_rdd;2;rdd;12834;20.764;37732.52
3_sql;3;sql;7;17.771;44087.45
3_rdd;3;rdd;7;21.772;35985.58
3_df;3;df;7;17.548;44647.71
