id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;782894;18.242;42917.11
1_df;1;df;782894;15.414;50791.1
2_sql;2;sql;12968;16.218;48273.15
2_rdd;2;rdd;12968;2.321;337308.92
3_sql;3;sql;7;16.463;47554.76
3_rdd;3;rdd;7;3.042;257361.6
3_df;3;df;7;15.957;49062.73
