id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;1563780;34.694;45073.5
1_df;1;df;1563780;30.754;50848.02
2_sql;2;sql;16227;31.068;50334.11
2_rdd;2;rdd;16227;1.883;830472.65
3_sql;3;sql;7;31.225;50081.02
3_rdd;3;rdd;7;5.263;297127.11
3_df;3;df;7;31.116;50256.46
