id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;312642;8.335;37509.54
1_df;1;df;312642;6.82;45841.94
2_sql;2;sql;9548;7.522;41563.68
2_rdd;2;rdd;9548;2.78;112461.15
3_sql;3;sql;6;7.135;43818.08
3_rdd;3;rdd;6;2.42;129190.91
3_df;3;df;6;7.152;43713.93
