id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;1564866;36.367;43029.83
1_df;1;df;1564866;30.4;51475.86
2_sql;2;sql;16280;30.62;51106.01
2_rdd;2;rdd;16280;4.522;346056.17
3_sql;3;sql;7;30.185;51842.5
3_rdd;3;rdd;7;6.509;240415.73
3_df;3;df;7;29.636;52802.87
