id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;782264;17.629;44373.7
1_df;1;df;782264;15.599;50148.34
2_sql;2;sql;12968;16.043;48760.46
2_rdd;2;rdd;12968;1.985;394087.66
3_sql;3;sql;7;16.661;46951.8
3_rdd;3;rdd;7;2.863;273232.27
3_df;3;df;7;15.794;49529.19
