id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;2346841;50.582;46396.76
1_df;1;df;2346841;46.167;50833.73
2_sql;2;sql;18412;45.928;51098.26
2_rdd;2;rdd;18412;2.828;829858.91
3_sql;3;sql;8;45.584;51483.88
3_rdd;3;rdd;8;6.724;349024.54
3_df;3;df;8;46.48;50491.42
