id;num_consulta;method;count;tiempo;velocidad
1_rdd;1;rdd;781837;23.437;33359.09
1_df;1;df;781837;16.491;47409.92
2_sql;2;sql;12946;17.748;44052.12
2_rdd;2;rdd;12946;10.415;75068.36
3_sql;3;sql;7;16.648;46962.82
3_rdd;3;rdd;7;10.979;71212.04
3_df;3;df;7;16.303;47956.63
